track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,explicit_track,spotify_id
Peekaboo,Glide - Single,Dave Angel,2023-01-27,GBLTF2300027,83,167.2,8082.0,63.0,32758.0,,2055940513.0,4150967.0,,,,,1.0,13.0,,,,,,,,442.0,False,5T959TzqCHhlMdkbLPelkc
Ella Baila Sola,Ella Baila Sola,Eslabon Armado,2023-03-16,USE7D2300007,84,166.5,1215336974.0,129463.0,39814172.0,74.0,701880622.0,3831236.0,5416.0,550073.0,15373104.0,546259059.0,83.0,40153.0,227.0,24.0,4946338.0,61.0,84378219.0,53890.0,17115523.0,3435177.0,False,3dnP0JxCgygwQH9Gm7q7nb
Dance The Night - From Barbie The Album,Dance The Night (From Barbie The Album),Dua Lipa,2023-05-25,USAT22305457,85,166.2,860026452.0,74769.0,139913794.0,80.0,173044031.0,1640319.0,175536.0,90924917.0,1227837850.0,1205266954.0,7.0,759185.0,1100.0,82.0,4067956.0,,64567514.0,22064.0,1843883.0,3199636.0,False,1vYXt7VSjH9JIM5oRRo7vA
La Bebe - Remix,La Bebe (Remix),Yng Lvcas,2023-03-17,MXF152300159,86,164.9,1032225805.0,94887.0,74469479.0,79.0,920878032.0,3118229.0,1031612.0,116003972.0,2416141351.0,1690231413.0,83.0,57941.0,177.0,42.0,3360878.0,48.0,55410702.0,27415.0,230579.0,2635577.0,True,2UW7JaomAMuX9pZrjVpHAU
redrum,american dream,21 Savage,2024-01-12,USSM12309164,87,164.8,428233003.0,57311.0,144298748.0,,105148629.0,1762297.0,87200.0,6732800.0,43993800.0,977638660.0,74.0,102457.0,56.0,48.0,4037475.0,60.0,16802867.0,11821.0,,2490071.0,True,52eIcoLUM25zbQupAZYoFh
Easy On Me,Easy On Me,Adele,2021-10-14,USSM12105970,88,163.2,1720918065.0,209635.0,93875458.0,73.0,1194846205.0,13561925.0,1912194.0,733101955.0,7860224413.0,6353555150.0,325.0,774277.0,1316.0,257.0,5323750.0,100.0,203324731.0,126594.0,,7569155.0,False,46IZ0fSY2mpAiktS3KOqds
Tit Me Pregu,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214878,89,163.1,1514239759.0,190692.0,77283361.0,77.0,1366181141.0,9358441.0,1769068.0,475656543.0,5249863696.0,488048337.0,150.0,145640.0,920.0,44.0,5591928.0,108.0,69095169.0,81914.0,,5133847.0,True,1IHWl5LamUGEuP4ozKQSXZ
All My Life (feat. J. Cole),All My Life (feat. J. Cole),Lil Durk,2023-05-12,USQX92302957,90,162.0,333202114.0,108322.0,41018697.0,68.0,203487345.0,2084532.0,928132.0,63253779.0,748253884.0,735908540.0,148.0,346411.0,146.0,30.0,1277729.0,60.0,90114807.0,46789.0,16620102.0,4207535.0,True,6HgWWaMu31KdOpEG5l28BG
Anti-Hero,Midnights,Taylor Swift,2022-10-21,USUG12205736,91,161.8,1563224246.0,117005.0,97456780.0,80.0,203259285.0,3482508.0,1302967.0,376660493.0,3864505972.0,724976542.0,261.0,1034319.0,1088.0,74.0,4457357.0,150.0,92338994.0,45974.0,,4703179.0,False,0V3wPSX9ygBnCm8psDIegu
"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,2022-07-06,UYB282201028,92,161.7,1692951462.0,209490.0,88591675.0,78.0,1132539234.0,8795731.0,1212100.0,196608777.0,2054826154.0,56677146.0,99.0,138254.0,37.0,58.0,5211955.0,65.0,18052815.0,5213.0,4099686.0,6836893.0,False,2tTmW7RDtMQtBk7m2rYeSw
Magnetic,SUPER REAL ME,ILLIT,2024-03-25,USA2P2413259,93,161.0,255076355.0,11500.0,90584540.0,86.0,202206901.0,2596912.0,,57656713.0,506476590.0,273521596.0,67.0,4716.0,137.0,9.0,423666.0,44.0,220481.0,1207.0,556784.0,659825.0,False,1aKvZDoLGkNMxoRYgkckZG
Lollipop,EVERYBODY GO TO THE DISCOTEK,Darell,2023-07-28,USSD12300307,94,158.2,275349653.0,37806.0,22826643.0,70.0,347506860.0,1553295.0,4349700.0,321239621.0,4767676439.0,2676837761.0,19.0,23875.0,96.0,37.0,3780737.0,29.0,5101044.0,5276.0,,1245874.0,True,3cDyocF0Ibdfs1SFQk5cLZ
La Diabla,La Diabla - Single,Xavi,2023-12-02,USA2P2357356,95,155.9,649404552.0,27544.0,47789063.0,83.0,433839212.0,2750086.0,,414833.0,10603563.0,1795939912.0,29.0,16287.0,462.0,34.0,16509806.0,26.0,22603598.0,29401.0,,1380069.0,False,0R6NfOiLzLj4O5VbYSJAjf
Boy's a Liar Pt. 2,Boy's a liar Pt. 2,PinkPantheress,2023-02-03,GBAYE2300015,96,153.6,851085705.0,129047.0,50996176.0,70.0,211810152.0,2461166.0,3502547.0,955272568.0,8781020473.0,806434641.0,162.0,223173.0,6243.0,65.0,8655684.0,130.0,10207007.0,36847.0,13896129.0,2580691.0,True,5CCr8msaN3MhgqBoa9yWhH
Snooze,SOS,SZA,2022-12-09,USRC12204591,97,153.3,1013350808.0,108036.0,86470319.0,84.0,390677417.0,2521214.0,402338.0,97819766.0,887803828.0,560893301.0,154.0,559589.0,513.0,60.0,2707900.0,61.0,74611167.0,85113.0,17702595.0,3129609.0,True,4iZ4pt7kvcaH6Yo8UoZ4s2
BELLAKEO,BELLAKEO,Peso Pluma,2023-12-07,QMFMF2388143,98,153.1,359803580.0,26065.0,79152427.0,86.0,369321334.0,1839225.0,720800.0,74164945.0,874056250.0,4123457278.0,40.0,16952.0,69.0,63.0,18139662.0,51.0,20058510.0,7289.0,,1002835.0,True,05WVKTdZhlIMX4qqMLuo0f
Agora Hills,Scarlet,Doja Cat,2023-09-22,USRC12301954,99,152.8,509653100.0,66219.0,67521533.0,,48045203.0,986278.0,328562.0,88846508.0,544437406.0,1561456615.0,80.0,400206.0,14.0,78.0,9341155.0,39.0,23110274.0,19559.0,,4295361.0,True,5PyDJG7SQRgWXefgexqIge
Prada,Prada,cass,2023-08-11,GBCEN2300147,100,152.5,609699748.0,128498.0,160755092.0,83.0,47611547.0,418343.0,283600.0,96934486.0,1090501901.0,113545664.0,129.0,123242.0,1570.0,167.0,15480679.0,100.0,1210830.0,1073.0,25956265.0,,True,59NraMJsLaMCVtwXTSia8i
Montagem Rave Eterno,Montagem Rave Eterno,Dj Samir,2024-05-02,GXD7G2413058,101,152.3,5157486.0,470.0,2924720.0,,1278618.0,27849.0,1100000.0,261000.0,3900000.0,,3.0,,,2.0,39366.0,,,,,47658.0,False,4kwr84I08GG4gyLMDlxpVt
Lil Boo Thang,Lil Boo Thang,Paul Russell,2023-08-18,USAR12300323,102,152.1,242070373.0,37170.0,74130983.0,76.0,22907992.0,261664.0,2553106.0,312997953.0,3832221658.0,15593731.0,106.0,370635.0,5999.0,69.0,1792014.0,79.0,84425715.0,30713.0,670026.0,2219984.0,False,0cVyQfDyRnMJ0V3rjjdlU3
MONACO,nadie sabe lo que va a pasar ma,Bad Bunny,2023-10-13,QMFME2364182,103,150.7,478150858.0,73306.0,51842133.0,78.0,113379734.0,1312763.0,1700998.0,182319546.0,2111289492.0,90954700.0,78.0,35330.0,39.0,56.0,15784760.0,53.0,17823388.0,12664.0,4374049.0,2255465.0,True,4MjDJD8cW7iVeWInc2Bdyj
Laxed (Siren Beat),Laxed (Siren Beat),Jawsh 685,2020-04-24,USSM12002399,104,150.5,61382407.0,7240.0,1708319.0,43.0,9977490.0,201210.0,37726462.0,9239474.0,147837262.0,,15.0,10152.0,,5.0,59317.0,1.0,,,,3819161.0,False,3BJiF37kmX4HCfYSO7qBnQ
(It Goes Like) Nanana - Edit,(It Goes Like) Nanana [Edit],Peggy Gou,2023-06-15,GBBKS2300080,105,150.4,460156070.0,163449.0,127827271.0,77.0,8183226.0,98257.0,530103.0,65920648.0,1032799567.0,56004473.0,,195140.0,,102.0,3034022.0,111.0,1132923.0,1312.0,9451176.0,9279625.0,False,23RoR84KodL5HWvUTneQ1w
Training Season,Training Season,Dua Lipa,2024-02-15,GBAHT2301078,106,148.9,251153869.0,16811.0,92985554.0,76.0,66691067.0,961957.0,102884.0,34572688.0,431390500.0,2120552147.0,162.0,180711.0,57.0,127.0,33540073.0,116.0,10305245.0,3796.0,776717.0,2047771.0,False,5b5cPscqVEMChvDqscVw26
Type Shit,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402033,107,148.1,205206688.0,28064.0,84737651.0,84.0,39453253.0,672789.0,,,,232440923.0,99.0,3432.0,45.0,41.0,2943724.0,47.0,5897303.0,4527.0,7571301.0,900933.0,True,28drn6tQo95MRvO0jQEo5C
Armageddon,Armageddon - The 1st Album,aespa,2024-05-27,KRA302400093,108,147.4,32942304.0,1262.0,26204483.0,74.0,57861795.0,1257935.0,,,,29510774.0,37.0,290.0,6.0,5.0,530831.0,33.0,21869.0,48.0,139164.0,29736.0,False,5eWcGfUCrVFMoYskyfkEPE
The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,2019-12-06,USAT21906978,109,146.6,1911559785.0,317345.0,87765033.0,78.0,441257231.0,4829633.0,4930490.0,561201008.0,4574447121.0,2077511.0,255.0,296948.0,181.0,138.0,555650.0,28.0,295741432.0,633414.0,168458097.0,11988760.0,True,0nbXyq5TXYPCO7pr3N8S4I
INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-07-23,USSM12104539,110,145.3,2014959725.0,354831.0,87942438.0,70.0,1003346208.0,16856186.0,1750366.0,915814897.0,9558947943.0,3191316960.0,360.0,245228.0,925.0,109.0,3242122.0,74.0,75167268.0,96430.0,,12693846.0,True,5Z9KJZvQzH6PFmb8SNkxuk
Pedro,Pedro - Single,Jaxomy,2024-03-29,DEE862400427,111,144.6,168145583.0,27654.0,159737263.0,85.0,35008949.0,717214.0,,,,39149568.0,107.0,4448.0,,158.0,16345999.0,54.0,39577.0,482.0,3634381.0,2408838.0,False,48lxT5qJF0yYyf2z4wB4xW
Fast Car,Gettin' Old,Luke Combs,2023-03-24,US6XF2200436,112,144.5,518988585.0,73116.0,58391498.0,80.0,107703759.0,768813.0,354036.0,74258021.0,924204888.0,103658014.0,117.0,673629.0,59.0,67.0,8306302.0,104.0,184924061.0,88890.0,728039.0,3108167.0,False,1Lo0QY9cvc8sUB2vnIOxDT
Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,2024-01-07,JPU902305042,113,144.0,247399972.0,22222.0,13870528.0,80.0,389540239.0,4392933.0,,22950364.0,296522040.0,1041035733.0,53.0,807.0,,18.0,357941.0,17.0,537267.0,1928.0,,1069500.0,False,0kdqcbwei4MDWFEX5f33yG
Aesthetic,Aesthetic,Tollan Kim,2022-03-04,SGB502208576,114,144.0,5712985.0,2311.0,535908.0,44.0,3120073.0,56276.0,20114495.0,2452502310.0,33870791454.0,,4.0,22.0,,4.0,1397.0,1.0,21564.0,81.0,,249823.0,False,7IEIHZwwsNKRFyPwCeLSFN
Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,2018-10-18,USUM71814888,116,143.9,3358704125.0,392082.0,123917182.0,79.0,2763188773.0,19410390.0,2714134.0,178829434.0,1597453878.0,484189798.0,351.0,273683.0,,86.0,809352.0,99.0,546367356.0,906813.0,,1569935.0,False,0RiRZpuVRbi7oqRdSMwhQY
Hands,Hands,Dian,2022-08-01,GBKPL2205333,115,143.9,126914.0,8.0,212.0,1.0,2435813922.0,7208467.0,33.0,188.0,6415.0,26630093.0,,658.0,,,,,,,,295.0,False,542TtWyqogPAA8NGKhSkng
Saturn,Saturn - Single,SZA,2024-02-24,USRC12400216,117,142.8,343090427.0,21104.0,154253718.0,87.0,38173339.0,349660.0,,,,196380893.0,120.0,158378.0,360.0,103.0,10995523.0,87.0,11441987.0,7496.0,166254.0,745798.0,False,040I32EKLxQrkuxQu1pqvT
Chegou a Hora de Ir para Cama (Playback),3 Palavrinhas Vol.9 (Playback),3 Palavrinhas,2024-06-04,BXT622400190,118,142.4,,,,,39323383.0,44223.0,,,,,,,,,,,,,,,False,393Fb8MCu1sC2dPHGlBDyt
Believer,Believer,Imagine Dragons,2017-01-31,USUM71700626,119,142.2,3006226762.0,335880.0,89243475.0,81.0,4495059988.0,42240881.0,5745117.0,453132709.0,5876458723.0,276194776.0,226.0,253782.0,388.0,118.0,1138425.0,71.0,614578695.0,844301.0,2943611.0,21306706.0,False,0pqnGHJpmpxLKifKRmU6WP
WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,2022-04-27,USSM12203789,120,141.0,787155930.0,183850.0,58397185.0,77.0,357772653.0,2590835.0,931660.0,95662104.0,836550889.0,3934416606.0,150.0,463665.0,1308.0,32.0,399388.0,69.0,182315884.0,53326.0,48937045.0,3534164.0,True,59nOXPmaKlBfGMDeOVGrIK
I KNOW ?,UTOPIA,Travis Scott,2023-07-28,USSM12305012,121,139.5,532605345.0,128534.0,31725858.0,81.0,97958347.0,1237197.0,322900.0,108595670.0,947194801.0,259363238.0,46.0,107637.0,57.0,33.0,1423258.0,40.0,6334599.0,8712.0,12785993.0,1861958.0,True,6wsqVwoiVH2kde4k4KKAFU
ANDO,ANDO,Jere Klein,2023-09-27,QMDA72363047,122,139.0,292789738.0,28591.0,30905957.0,72.0,406307035.0,809942.0,1900606.0,68341852.0,872862858.0,1969191415.0,11.0,1754.0,,15.0,8391160.0,1.0,764473.0,5168.0,,1195337.0,True,4GvEuYAfJlICR2SpMDaBxQ
First Class,First Class,Jack Harlow,2022-04-08,USAT22203024,123,138.6,818858244.0,223609.0,49586777.0,71.0,231229581.0,2756840.0,1610614.0,624748318.0,6890780336.0,3849170813.0,148.0,666615.0,4406.0,37.0,759989.0,77.0,117451442.0,40907.0,24111168.0,4244972.0,True,0wHFktze2PHC5jDt3B17DC
FE!N,UTOPIA,Travis Scott,2023-07-28,USSM12305010,124,137.8,659010786.0,129923.0,93969186.0,86.0,125203447.0,1990342.0,22100.0,13787343.0,107398826.0,244390161.0,87.0,37314.0,361.0,46.0,2137898.0,38.0,3029375.0,6510.0,14942955.0,1839283.0,True,42VsgItocQwOQC3XWZ8JNA
Save Your Tears - Live,After Hours (Live At SoFi Stadium),The Weeknd,2023-03-03,USUG12301493,125,137.7,3913988.0,545.0,1054122.0,40.0,1577017938.0,9304666.0,,,,2651764724.0,,25.0,,,,,5260.0,,,,True,52RgkUwQNKjh3iHhxV3rfZ
Losing Interest - Original Mix,Losing Interest (Original),Goovex,2024-06-10,CA5KR2465999,126,136.4,126247886.0,5.0,5973.0,1.0,,,,,,,,,,,,,,,,,False,4EZ2yyOAYGrULjAaV97mnG
I Ain't Worried,"I Aint Worried (Music From The Motion Pi""Top Gun: Maverick"")",OneRepublic,2022-05-13,USUM72206227,127,136.2,1607421145.0,212406.0,160444270.0,83.0,409785349.0,3326477.0,247865.0,155593087.0,1825552705.0,2563240162.0,267.0,523907.0,3418.0,111.0,4754372.0,75.0,152770142.0,49622.0,,9091826.0,False,4h9wh7iOZ0GGn8QVp4RAOB
MI EX TENA RA,MAANA SER BONITO (BICHOTA,KAROL G,2023-08-10,USUG12305253,128,136.2,438796949.0,23959.0,34805394.0,78.0,509727241.0,2202866.0,1223804.0,46080266.0,782582119.0,1337889706.0,56.0,60758.0,959.0,29.0,3457921.0,38.0,38214505.0,9932.0,62622.0,865444.0,False,54zcJnb3tp9c5OVKREZ1Is
Drained of Color,Drained of Color,Exhumed,2022-08-30,US2642250302,129,134.0,158627.0,635.0,18765.0,16.0,2156140830.0,,9.0,422.0,4484.0,1318392.0,,29.0,,,,,1132.0,,,208.0,False,0HxZWYkoh2hmbD1uqlMHMH
Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,2020-07-24,USQX92003025,130,133.0,1867736006.0,302486.0,82611625.0,76.0,747126783.0,10795292.0,2467227.0,160756733.0,1768836179.0,2069527154.0,329.0,931316.0,1897.0,273.0,3821598.0,85.0,240562062.0,131540.0,40756476.0,10228436.0,True,4jPy3l0RUwlUI9T5XHBW2m
Dynamite,Dynamite,BTS,2020-08-21,QM7282022872,131,132.3,1872577908.0,144619.0,51186002.0,74.0,2638957320.0,62311179.0,3098499.0,662794945.0,5063720138.0,2199001119.0,323.0,351169.0,198.0,355.0,1888088.0,98.0,,,,7896781.0,False,5QDLhrAOJJdNAmCTJ8xMyW
Looking Like a Wow End of Year 2023,Looking Like a Wow,WasteLand,2023-12-10,GXBAV2381801,132,130.7,8327.0,3.0,8.0,,,,4200000.0,3646489.0,73318253.0,,,,,,,,,,,522.0,False,3Zn3fJ40kuNDLtGZ5TCOqa
Someone You Loved,Breach,Lewis Capaldi,2018-11-08,DEUM71807062,133,129.7,3427498835.0,338763.0,160553919.0,82.0,2153701892.0,20891433.0,1940473.0,212007614.0,2161032034.0,2333853734.0,408.0,600211.0,381.0,502.0,4834088.0,110.0,427212257.0,357540.0,,29266297.0,False,7qEHsqek33rTcFNT9PFqLf
Acrs,Acrstico - Si,Shakira,2023-05-11,USQX92302824,134,129.6,230849195.0,23091.0,12233221.0,64.0,363082908.0,5135848.0,4897595.0,104580759.0,1551501289.0,150614267.0,49.0,24103.0,214.0,25.0,319914.0,33.0,23525446.0,4705.0,,623446.0,False,7txjUEY6McJDJKqIo1Rxjp
Made You Look,Takin' It Back,Meghan Trainor,2022-10-21,USSM12204574,135,129.5,720720922.0,74295.0,89509926.0,77.0,221078988.0,2557839.0,4687520.0,1252326407.0,15247253457.0,718932832.0,108.0,412680.0,5869.0,43.0,1491347.0,59.0,81828913.0,36462.0,,3086624.0,False,0QHEIqNKsMoOY5urbzN48u
PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,2023-06-22,QZMEQ2306756,136,129.4,1378494.0,351.0,43395.0,34.0,1022331.0,22739.0,7702832.0,90289248.0,1272592848.0,,,,,,,,,,,50550.0,False,5ZIutM1j68M7DIjiikuCXR
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,2024-05-29,INS182401602,137,129.1,2827545.0,62.0,1433870.0,,54330074.0,801621.0,,,,,,,,,,10.0,,,,5620.0,False,2gKNWPBrI2IRBl2RRUtoEb
vampire,vampire,Olivia Rodrigo,2023-06-30,USUG12304091,138,128.9,998964097.0,90793.0,87801398.0,18.0,113450524.0,2108657.0,394640.0,152624014.0,1448207880.0,1111017294.0,173.0,161513.0,93.0,61.0,5239925.0,128.0,28318435.0,67590.0,4296515.0,4872257.0,True,1kuGVB7EU95pJObxwvfwKS
Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milion,2024-03-01,BCAEW2400001,139,128.5,37157630.0,2052.0,30387641.0,74.0,63418833.0,427441.0,1600000.0,853176.0,8850449.0,149589609.0,11.0,190.0,,32.0,8460458.0,11.0,,,,42895.0,False,5mJcnekfy4DEpAZ6uAHM7Y
Back,Back,LOLA,2022-08-03,UKQNV2100272,140,128.0,48428.0,92.0,15747.0,3.0,2123978358.0,5670850.0,111.0,102828.0,735317.0,,,46.0,,,,,,,,,False,5It2zTddJBWlY06AVg2RnB
People,People - Single,Libianca,2022-12-05,QZTB52268087,141,127.8,631955547.0,121823.0,45030006.0,74.0,305998382.0,2647341.0,3168854.0,243797561.0,3233505931.0,704906130.0,145.0,122781.0,202.0,74.0,1217657.0,54.0,9017480.0,11289.0,8026553.0,6121126.0,True,26b3oVLrRUaaybJulow9kz
Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,2024-01-05,ATR981312465,142,127.4,,1.0,47.0,,,,3528100.0,37591836.0,688302023.0,,,,,,,,,,,,True,7roNba8ZxkaG1uxfPgL3Py
Lady Killers II (Christoph Andersson Remix),Lady Killers II (Christoph Andersson Remix),G-Eazy,2024-03-17,TCAIA2495220,143,127.3,94635338.0,10537.0,11716074.0,,944314.0,17943.0,1300000.0,182937084.0,1542242100.0,,13.0,,2.0,,,8.0,684557.0,1079.0,,1597467.0,True,068AyhyvE67qMRsMXLqAnd
I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,2024-04-05,UKWLG2400013,144,126.9,114574238.0,10564.0,180987712.0,84.0,9134225.0,124326.0,299000.0,4419373.0,79796400.0,3117914.0,87.0,86814.0,159.0,128.0,35099280.0,133.0,4503872.0,442.0,422718.0,,False,331l3xABO0HMr1Kkyh2LZq
Abc,Abc,J Ross,2023-02-14,CLLU22300585,145,126.6,31867.0,5.0,5100.0,1.0,1538564650.0,2066653.0,,,,,,174.0,,,,,,,,1178.0,False,7vbVhQoHCBbPuo32I5MtsK
La Bachata,La Bachata,Manuel Turizo,2022-05-26,QZDYA1800087,146,126.2,1721045197.0,156941.0,97122096.0,81.0,798827877.0,3379928.0,1614275.0,209367923.0,2596777974.0,420585933.0,142.0,152522.0,1161.0,97.0,8709032.0,133.0,47203290.0,19769.0,,4817885.0,False,3tt9i3Hhzq84dPS8H7iSiJ
,,FLI:P,2023-04-07,FRX282306294,147,125.4,8028757.0,1972.0,488653.0,44.0,48533758.0,399664.0,8800000.0,256186613.0,3985974550.0,6879573.0,1.0,373.0,,,,,,,,220198.0,False,7asHKSY5IKnYD5TDabFxno
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,USUM72102636,148,125.2,1612286123.0,282719.0,97390961.0,74.0,1019256266.0,10280320.0,1404274.0,502778982.0,4702037810.0,2889452237.0,348.0,569287.0,789.0,342.0,2587713.0,90.0,92111798.0,90598.0,,7848760.0,True,4iJyoBOLtHqaGxP12qzhQI
Don't Start Now,Don't Start Now,Dua Lipa,2019-10-31,GBAHT1901121,149,124.6,2607121959.0,270230.0,143953432.0,78.0,1201600884.0,10239198.0,4725570.0,414013363.0,3535661993.0,2374637534.0,581.0,999941.0,954.0,632.0,4254903.0,118.0,313923242.0,99949.0,,13421701.0,False,3PfIrDoz19wz7qK7tYeu62
Lucid Dreams,Lucid Dreams,Juice WRLD,2018-05-04,USUG11800685,150,123.9,2548389305.0,339306.0,75858140.0,78.0,987143411.0,9384427.0,1900813.0,44442433.0,338071383.0,274498079.0,153.0,69562.0,132.0,54.0,442640.0,36.0,259400789.0,552552.0,257459352.0,9308937.0,True,285pBltuF7vW8TeWk8hdRR
PROVENZA,PROVENZA,KAROL G,2022-04-22,USUM72205906,151,123.8,1185929926.0,103026.0,64847502.0,76.0,1229843060.0,5870729.0,1300337.0,251445963.0,2829294043.0,763687717.0,115.0,130158.0,688.0,75.0,7349218.0,90.0,92136339.0,29371.0,,3397861.0,False,3HqcNJdZ2seoGxhn0wVNDK
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,USAT22005111,152,123.4,1325725696.0,171255.0,53040559.0,72.0,1329826741.0,15965491.0,8470921.0,1183499351.0,9539547626.0,181452145.0,222.0,91249.0,306.0,94.0,249116.0,50.0,184950173.0,397731.0,,4618794.0,True,4Oun2ylbjFKMPTiaSbbCih
SPOT!,SPOT!,ZICO,2024-04-26,USA2P2421932,153,122.8,77757035.0,3407.0,35428519.0,81.0,100148771.0,2531168.0,99900.0,46645177.0,366905484.0,24981456.0,27.0,1861.0,51.0,2.0,151901.0,20.0,63300.0,98.0,,173263.0,False,1SS0WlKhJewviwEDZ6dWj0
Family Matters,Family Matters,Drake,2024-05-03,USUG12402984,154,122.7,72335127.0,8696.0,36774031.0,86.0,41492122.0,1034563.0,,,,166330702.0,38.0,1488.0,,16.0,1504365.0,60.0,3065493.0,2302.0,2401049.0,283217.0,True,1wFFFzJ5EsKbBWZriAcubN
Again,Missing,Kurochuu,2024-06-09,CA5KR2466577,155,122.5,136237285.0,2.0,2190.0,2.0,,,,,,,,,,,,,,,,,False,
Seven (feat. Latto) (Explicit Ver.),Seven (feat. Latto),Jung Kook,2023-07-14,USA2P2330093,156,122.4,1673557134.0,54950.0,91343768.0,80.0,397523735.0,10125293.0,341522.0,114990786.0,761760624.0,1800517153.0,86.0,23714.0,861.0,54.0,5286388.0,56.0,6442882.0,4352.0,,2310409.0,True,2HRgqmZQC0MC7GeNuDIXHN
Last Night,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,USUG12300802,157,121.9,922010059.0,107189.0,61174155.0,79.0,141852059.0,567295.0,285414.0,61112010.0,811685466.0,182412108.0,106.0,18364.0,1846.0,7.0,33712.0,38.0,307115852.0,200650.0,13022144.0,2665347.0,True,583dMdiUquLMenarTp7PQm
Too Sweet,Unreal Unearth: Unheard,Hozier,2024-03-22,IEACJ2300335,158,121.2,532012790.0,22396.0,130752527.0,85.0,13119247.0,218957.0,,,,,235.0,6952.0,,85.0,25307005.0,108.0,,,119813.0,2580089.0,False,19XpFsce28aByvCC4g89tJ
Bad Habits,#NAME?,Ed Sheeran,2020-01-01,GBAHS2100318,159,120.8,1754311538.0,271758.0,62218811.0,74.0,958790883.0,7686994.0,1036355.0,225139300.0,2658904267.0,3526952174.0,454.0,1347725.0,1035.0,352.0,7318680.0,136.0,269834154.0,88143.0,17144484.0,15886717.0,False,3rmo8F54jFF8OgYsqTxm5d
QLONA,MAANA SER BONITO (BICHOTA,KAROL G,2023-08-10,USUG12305257,160,120.7,850810162.0,56104.0,79334561.0,82.0,258553384.0,1174349.0,1167300.0,58820722.0,717259721.0,590681204.0,72.0,39951.0,4.0,57.0,7146260.0,83.0,32210732.0,12492.0,,1537093.0,True,5RqSsdzTNPX1uzkmlHCFvK
Leave The Door Open,Leave The Door Open,Bruno Mars,2021-03-05,USAT22100906,161,120.1,1312168384.0,248793.0,50068571.0,75.0,993324548.0,9537455.0,1503567.0,369280607.0,3350704343.0,2421128623.0,308.0,557867.0,309.0,120.0,1553392.0,103.0,149304590.0,91366.0,,10288388.0,False,02VBYrHfVwfEWXk5DXyf0T
,3,(),2022-01-05,JPKI02118106,162,119.5,548408.0,130.0,20518.0,24.0,1356336.0,17701.0,18000000.0,334009036.0,7041708832.0,,1.0,,,,,,,,,69763.0,False,58FrD2LTmgjaSTUqQVBxZG
good 4 u,good 4 u,Olivia Rodrigo,2021-05-14,USUG12101245,163,117.8,2167768056.0,309421.0,72787213.0,79.0,773591065.0,11098007.0,1893481.0,1080682523.0,8186754429.0,2285796743.0,355.0,4835.0,1283.0,98.0,1610293.0,102.0,119030447.0,170032.0,19263268.0,,True,4ZtFanR9U6ndgddUvNcjcG
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,USUM71900764,164,117.7,2516804300.0,296739.0,113315017.0,76.0,1779243626.0,26239833.0,3774645.0,177247662.0,1409756969.0,2066888119.0,432.0,353076.0,1024.0,258.0,3123258.0,174.0,229833113.0,534958.0,,18994040.0,False,2Fxmhks0bxGSBdJ92vM42m
Seo,Shawn Mendes (Deluxe),Shawn Mendes,2018-05-25,USUM71911283,165,117.6,2738293818.0,251033.0,108433327.0,74.0,2372399124.0,26919886.0,5815851.0,140938643.0,1859977153.0,2305437038.0,380.0,531893.0,378.0,570.0,2693006.0,89.0,337815285.0,426555.0,,15254141.0,False,6v3KW9xbzN5yKLt9YKDYA2
